Price,Area,rooms,type,City_District,Date
46000,35.0,1,new,"Tashkent, Chilanzar district",Today at 20:06
73000,46.0,1,new,"Tashkent, Chilanzar district",Today at 20:06
50000,30.0,1,new,"Tashkent, Chilanzar district",Today at 20:06
40000,30.0,1,new,"Tashkent, Chilanzar district",Today at 20:03
15000,13.0,1,new,"Tashkent, Yashnabad district",Today at 19:58
50200,33.0,1,new,"Tashkent, Chilanzar district",Today at 19:56
46500,42.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:24
31500,40.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 19:54
55000,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:54
49999,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:52
46999,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:48
44800,32.0,1,new,"Tashkent, Chilanzar district",Today at 19:46
43800,38.0,1,new,"Tashkent, Chilanzar district",Today at 19:44
52500,48.0,1,new,"Tashkent, Chilanzar district",Today at 19:44
43500,38.0,1,new,"Tashkent, Chilanzar district",Today at 19:44
36200,45.0,1,new,"Tashkent, Chilanzar district",Today at 19:42
46600,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:40
48000,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:34
45500,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:32
47500,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:19
39800,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:19
41000,35.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 19:18
39000,35.0,1,new,"Tashkent, Chilanzar district",Today at 19:18
44500,44.0,1,new,"Tashkent, Chilanzar district",Today at 19:16
42500,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:16
66500,45.0,1,new,"Tashkent, Chilanzar district",Today at 19:10
46500,34.0,1,new,"Tashkent, Chilanzar district",Today at 19:10
26500,18.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 15:02
31000,29.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:18
47000,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:08
42000,30.0,1,new,"Tashkent, Shaikhantahur district",Today at 19:08
60000,43.0,1,new,"Tashkent, Yunusabad district",Today at 19:06
47000,28.0,1,new,"Tashkent, Shaikhantahur district",Today at 19:06
42999,30.0,1,new,"Tashkent, Chilanzar district",Today at 19:00
45500,40.0,1,new,"Tashkent, Chilanzar district",Today at 18:58
43000,43.0,1,new,"Tashkent, Yashnabad district",Today at 18:56
40500,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 18:54
48000,40.0,1,new,"Tashkent, Chilanzar district",Today at 18:50
46000,38.0,1,new,"Tashkent, Yunusabad district",Today at 11:00
20000,16.0,1,new,"Tashkent, Chilanzar district",Today at 18:47
59000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 18:46
44500,27.0,1,new,"Tashkent, Chilanzar district",Today at 18:44
21000,18.0,1,new,"Tashkent, Chilanzar district",Today at 18:42
42000,28.0,1,new,"Tashkent, Mirabad district",Today at 18:42
54000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 18:42
41700,38.0,1,new,"Tashkent, Chilanzar district",Today at 18:40
51000,42.0,1,new,"Tashkent, Yakkasarai district",Today at 18:40
84000,45.0,1,new,"Tashkent, Mirabad district",Today at 18:40
61000,42.0,1,new,"Tashkent, Yunusabad district",Today at 18:40
45000,33.0,1,new,"Tashkent, Chilanzar district",Today at 18:38
52000,50.0,1,new,"Tashkent, Chilanzar district",Today at 18:38
56000,44.0,1,new,"Tashkent, Shaikhantahur district",Today at 18:36
46500,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:34
43200,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:34
41000,44.0,1,new,"Tashkent, Yunusabad district",Today at 18:32
45499,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:32
46000,27.0,1,new,"Tashkent, Chilanzar district",Today at 18:28
58000,42.0,1,new,"Tashkent, Chilanzar district",Today at 18:26
50000,40.0,1,new,"Tashkent, Chilanzar district",Today at 18:24
44000,27.0,1,new,"Tashkent, Chilanzar district",Today at 18:22
46500,28.0,1,new,"Tashkent, Chilanzar district",Today at 18:20
49499,35.0,1,new,"Tashkent, Chilanzar district",Today at 18:20
44500,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:20
41500,40.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 18:20
55000,43.0,1,new,"Tashkent, Chilanzar district",Today at 18:18
55000,42.0,1,new,"Tashkent, Chilanzar district",Today at 18:16
28000,20.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:20
42500,34.0,1,new,"Tashkent, Chilanzar district",Today at 18:16
41500,44.0,1,new,"Tashkent, Chilanzar district",Today at 18:14
87000,35.0,1,new,"Tashkent, Mirabad district",Today at 18:12
40000,48.0,1,new,"Tashkent, Yashnabad district",Today at 18:10
49000,38.0,1,new,"Tashkent, Yakkasarai district",Today at 18:08
43000,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:08
39500,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:08
50000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 18:06
48000,42.0,1,new,"Tashkent, Almazar district",Today at 18:05
43500,33.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:20
36800,35.0,1,new,"Tashkent, Shaikhantahur district",Today at 06:27
46500,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:20
63000,42.0,1,new,"Tashkent, Yunusabad district",Today at 18:04
56000,44.0,1,new,"Tashkent, Chilanzar district",Today at 18:04
44000,41.0,1,new,"Tashkent, Chilanzar district",Today at 18:02
48500,30.0,1,new,"Tashkent, Chilanzar district",Today at 18:02
46000,38.0,1,new,"Tashkent, Yakkasarai district",Today at 18:02
47000,33.0,1,new,"Tashkent, Yakkasarai district",Today at 18:00
48500,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 18:00
40000,34.0,1,new,"Tashkent, Chilanzar district",Today at 18:00
78000,42.0,1,new,"Tashkent, Yunusabad district",Today at 17:58
49500,30.0,1,new,"Tashkent, Chilanzar district",Today at 17:58
73000,43.0,1,new,"Tashkent, Yunusabad district",Today at 17:56
67000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 17:56
50000,36.6,1,new,"Tashkent, Yakkasarai district",Today at 17:54
45500,33.0,1,new,"Tashkent, Chilanzar district",Today at 17:54
57000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 17:54
38000,32.0,1,new,"Tashkent, Chilanzar district",Today at 17:52
48990,38.0,1,new,"Tashkent, Chilanzar district",Today at 17:50
55000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 17:48
56000,35.0,1,new,"Tashkent, Yunusabad district",Today at 17:48
52500,40.0,1,new,"Tashkent, Chilanzar district",Today at 17:46
48500,38.0,1,new,"Tashkent, Yunusabad district",Today at 17:46
37500,38.0,1,new,"Tashkent, Chilanzar district",Today at 17:44
66000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 17:42
60000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 17:42
41500,34.0,1,new,"Tashkent, Chilanzar district",Today at 17:40
41000,34.0,1,new,"Tashkent, Chilanzar district",Today at 17:36
44000,34.0,1,new,"Tashkent, Chilanzar district",Today at 17:34
33500,23.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 17:32
44000,30.0,1,new,"Tashkent, Chilanzar district",Today at 17:32
73000,45.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 17:30
44500,45.0,1,new,"Tashkent, Chilanzar district",Today at 17:30
45500,28.0,1,new,"Tashkent, Chilanzar district",Today at 17:29
45000,42.0,1,new,"Tashkent, Chilanzar district",Today at 17:29
51000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 17:29
55500,33.0,1,new,"Tashkent, Chilanzar district",Today at 17:28
49000,30.0,1,new,"Tashkent, Mirabad district",Today at 17:28
41000,32.5,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:20
38500,38.0,1,new,"Tashkent, Chilanzar district",Today at 17:26
79000,42.0,1,new,"Tashkent, Yunusabad district",Today at 17:26
41000,38.0,1,new,"Tashkent, Yashnabad district",Today at 17:24
39500,34.0,1,new,"Tashkent, Chilanzar district",Today at 17:24
43000,35.0,1,new,"Tashkent, Chilanzar district",Today at 17:24
56000,30.0,1,new,"Tashkent, Chilanzar district",Today at 17:24
68000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 17:24
38000,38.0,1,new,"Tashkent, Chilanzar district",Today at 17:22
49000,28.0,1,new,"Tashkent, Chilanzar district",Today at 17:22
51000,45.0,1,new,"Tashkent, Yashnabad district",Today at 17:22
46000,35.0,1,new,"Tashkent, Uchtepinsky district",Today at 17:20
37500,35.0,1,new,"Tashkent, Uchtepinsky district",Today at 17:20
24000,20.0,1,new,"Tashkent, Yashnabad district",Today at 17:20
47000,33.0,1,new,"Tashkent, Chilanzar district",Today at 17:20
41500,42.0,1,new,"Tashkent, Chilanzar district",Today at 17:17
33000,30.0,1,new,"Tashkent, Sergeli district",Today at 17:16
46500,38.0,1,new,"Tashkent, Chilanzar district",Today at 17:16
27000,34.0,1,new,"Tashkent, Almazar district",Today at 17:14
43000,34.0,1,new,"Tashkent, Chilanzar district",Today at 17:12
45000,28.0,1,new,"Tashkent, Chilanzar district",Today at 17:12
54000,35.0,1,new,"Tashkent, Yunusabad district",Today at 17:10
47000,32.0,1,new,"Tashkent, Yashnabad district",Today at 17:10
39000,36.0,1,new,"Tashkent, Chilanzar district",Today at 17:08
44000,28.0,1,new,"Tashkent, Chilanzar district",Today at 17:06
23000,24.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 17:05
44000,42.0,1,new,"Tashkent, Chilanzar district",Today at 17:04
56000,36.0,1,new,"Tashkent, Almazar district",Today at 17:02
46000,28.0,1,new,"Tashkent, Chilanzar district",Today at 17:02
48000,45.0,1,new,"Tashkent, Sergeli district",Today at 17:00
58000,40.0,1,new,"Tashkent, Yunusabad district",Today at 17:00
54900,30.0,1,new,"Tashkent, Chilanzar district",Today at 17:00
47000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 16:58
48500,45.0,1,new,"Tashkent, Yunusabad district",Today at 16:58
38500,33.0,1,new,"Tashkent, Chilanzar district",Today at 16:58
32500,26.0,1,new,"Tashkent, Chilanzar district",Today at 16:56
48000,35.0,1,new,"Tashkent, Yashnabad district",Today at 16:56
56000,42.0,1,new,"Tashkent, Chilanzar district",Today at 16:52
42000,40.0,1,new,"Tashkent, Yunusabad district",Today at 16:52
49000,26.0,1,new,"Tashkent, Chilanzar district",Today at 16:52
34000,28.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 16:50
45500,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:24
55500,30.0,1,new,"Tashkent, Chilanzar district",Today at 16:46
57000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 16:45
43500,42.0,1,new,"Tashkent, Chilanzar district",Today at 16:43
43500,39.0,1,new,"Tashkent, Chilanzar district",Today at 16:43
46000,30.0,1,new,"Tashkent, Chilanzar district",Today at 16:42
45500,36.0,1,new,"Tashkent, Chilanzar district",Today at 16:40
105000,45.0,1,new,"Tashkent, Sergeli district",Today at 09:59
58000,28.0,1,new,"Tashkent, Chilanzar district",Today at 16:40
50500,33.0,1,new,"Tashkent, Chilanzar district",Today at 16:36
40500,40.0,1,new,"Tashkent, Sergeli district",Today at 16:36
51000,28.0,1,new,"Tashkent, Chilanzar district",Today at 16:34
43500,33.0,1,new,"Tashkent, Chilanzar district",Today at 16:32
43000,38.0,1,new,"Tashkent, Chilanzar district",Today at 16:28
44500,36.0,1,new,"Tashkent, Chilanzar district",Today at 16:26
46800,53.0,1,new,"Tashkent, Almazar district",Today at 16:26
56000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 16:24
41499,35.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:24
45500,42.0,1,new,"Tashkent, Uchtepinsky district",Today at 16:22
41000,42.0,1,new,"Tashkent, Chilanzar district",Today at 16:20
49000,45.0,1,new,"Tashkent, Chilanzar district",Today at 16:18
43500,38.0,1,new,"Tashkent, Uchtepinsky district",Today at 16:18
33000,26.0,1,new,"Tashkent, Chilanzar district",Today at 16:18
60000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 16:18
48500,33.0,1,new,"Tashkent, Chilanzar district",Today at 16:16
44000,38.0,1,new,"Tashkent, Chilanzar district",Today at 16:14
22500,19.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 16:11
39500,42.0,1,new,"Tashkent, Yashnabad district",Today at 16:06
37000,42.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 16:02
83000,40.0,1,new,"Tashkent, Mirabad district",Today at 16:00
46000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 15:58
47000,45.0,1,new,"Tashkent, Yashnabad district",Today at 15:58
41000,38.0,1,new,"Tashkent, Chilanzar district",Today at 15:58
50500,42.0,1,new,"Tashkent, Chilanzar district",Today at 15:56
63500,33.07,1,new,"Tashkent, Yashnabad district",Today at 15:52
45500,42.0,1,new,"Tashkent, Chilanzar district",Today at 15:52
35500,30.0,1,new,"Tashkent, Yashnabad district",Today at 15:52
46000,45.0,1,new,"Tashkent, Yashnabad district",Today at 15:49
55000,37.0,1,new,"Tashkent, Shaikhantahur district",Today at 15:48
63000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 15:46
65000,34.0,1,new,"Tashkent, Yakkasarai district",Today at 15:46
40500,32.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:24
68000,42.0,1,new,"Tashkent, Yakkasarai district",Today at 15:46
63000,50.0,1,new,"Tashkent, Shaikhantahur district",Today at 15:44
46500,25.0,1,new,"Tashkent, Chilanzar district",Today at 15:42
46000,42.0,1,new,"Tashkent, Yunusabad district",Today at 15:41
65000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 15:41
41500,32.0,1,new,"Tashkent, Chilanzar district",Today at 15:40
44999,28.0,1,new,"Tashkent, Chilanzar district",Today at 15:38
34000,35.0,1,new,"Tashkent, Yashnabad district",Today at 15:36
22000,18.0,1,new,"Tashkent, Sergeli district",Today at 15:36
61000,35.0,1,new,"Tashkent, Mirabad district",Today at 15:36
23800,18.0,1,new,"Tashkent, Mirabad district",Today at 15:36
73000,30.0,1,new,"Tashkent, Mirabad district",Today at 15:34
46000,34.0,1,new,"Tashkent, Chilanzar district",Today at 15:34
43500,32.0,1,new,"Tashkent, Chilanzar district",Today at 15:30
47000,38.0,1,new,"Tashkent, Chilanzar district",Today at 15:30
42800,38.0,1,new,"Tashkent, Chilanzar district",Today at 15:30
41000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 15:30
16000,13.0,1,new,"Tashkent, Yashnabad district",Today at 15:28
47500,28.0,1,new,"Tashkent, Chilanzar district",Today at 15:28
45000,38.0,1,new,"Tashkent, Chilanzar district",Today at 15:24
50000,45.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 15:24
30000,40.0,1,new,"Tashkent, Sergeli district",Today at 15:24
21000,18.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 15:22
49000,35.0,1,new,"Tashkent, Chilanzar district",Today at 15:20
42500,30.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:24
43700,36.0,1,new,"Tashkent, Chilanzar district",Today at 15:18
49000,42.0,1,new,"Tashkent, Chilanzar district",Today at 15:18
43200,36.0,1,new,"Tashkent, Chilanzar district",Today at 15:16
53500,36.0,1,new,"Tashkent, Chilanzar district",Today at 15:16
36000,33.0,1,new,"Tashkent, Yakkasarai district",Today at 15:16
29700,27.0,1,new,"Tashkent, Yunusabad district",Today at 15:16
19700,19.0,1,new,"Tashkent, Chilanzar district",Today at 15:14
48500,25.0,1,new,"Tashkent, Chilanzar district",Today at 15:14
34500,35.0,1,new,"Tashkent, Yashnabad district",Today at 15:14
45000,35.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 15:12
40000,42.0,1,new,"Tashkent, Yashnabad district",Today at 15:10
41000,28.0,1,new,"Tashkent, Chilanzar district",Today at 15:10
46666,28.0,1,new,"Tashkent, Chilanzar district",Today at 15:08
51000,35.0,1,new,"Tashkent, Shaikhantahur district",Today at 15:07
78000,44.0,1,new,"Tashkent, Mirabad district",Today at 15:06
31000,20.0,1,new,"Tashkent, Chilanzar district",Today at 15:02
36500,28.0,1,new,"Tashkent, Chilanzar district",Today at 15:00
47000,35.0,1,new,"Tashkent, Chilanzar district",Today at 14:58
42500,32.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:24
38000,30.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:20
46000,38.0,1,new,"Tashkent, Chilanzar district",Today at 14:58
77000,45.0,1,new,"Tashkent, Yunusabad district",Today at 14:58
41000,45.0,1,new,"Tashkent, Sergeli district",Today at 14:58
44500,34.0,1,new,"Tashkent, Chilanzar district",Today at 14:56
45000,42.0,1,new,"Tashkent, Yashnabad district",Today at 14:52
50000,34.0,1,new,"Tashkent, Yakkasarai district",Today at 14:49
44500,38.0,1,new,"Tashkent, Chilanzar district",Today at 11:08
46500,35.0,1,new,"Tashkent, Chilanzar district",Today at 14:48
43500,34.0,1,new,"Tashkent, Chilanzar district",Today at 14:46
41500,35.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:44
41500,30.0,1,new,"Tashkent, Uchtepinsky district",Today at 14:44
43500,35.0,1,new,"Tashkent, Chilanzar district",Today at 14:42
49000,47.0,1,new,"Tashkent, Chilanzar district",Today at 14:40
48000,37.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:40
39500,28.0,1,new,"Tashkent, Chilanzar district",Today at 14:38
49500,34.0,1,new,"Tashkent, Chilanzar district",Today at 14:38
51000,30.0,1,new,"Tashkent, Chilanzar district",Today at 14:38
49500,42.0,1,new,"Tashkent, Chilanzar district",Today at 14:36
19000,20.0,1,new,"Tashkent, Yakkasarai district",Today at 14:36
49000,34.0,1,new,"Tashkent, Chilanzar district",Today at 14:34
44300,38.0,1,new,"Tashkent, Chilanzar district",Today at 14:34
42900,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:32
40500,38.0,1,new,"Tashkent, Chilanzar district",Today at 14:32
44000,35.0,1,new,"Tashkent, Uchtepinsky district",Today at 14:29
19500,14.0,1,new,"Tashkent, Mirabad district",Today at 14:28
55000,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:28
40000,33.0,1,new,"Tashkent, Chilanzar district",Today at 14:28
41500,38.0,1,new,"Tashkent, Chilanzar district",Today at 14:26
43500,30.0,1,new,"Tashkent, Chilanzar district",Today at 14:26
41700,35.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:26
43000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 14:25
43700,30.0,1,new,"Tashkent, Chilanzar district",Today at 14:22
22500,20.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:21
42000,39.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:20
36000,42.0,1,new,"Tashkent, Chilanzar district",Today at 14:18
44700,38.0,1,new,"Tashkent, Chilanzar district",Today at 14:16
48300,30.0,1,new,"Tashkent, Chilanzar district",Today at 14:16
43500,25.0,1,new,"Tashkent, Chilanzar district",Today at 14:14
45000,38.0,1,new,"Tashkent, Yakkasarai district",Today at 14:13
40000,35.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:11
45800,33.0,1,new,"Tashkent, Chilanzar district",Today at 14:10
49000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 14:10
41500,30.0,1,new,"Tashkent, Chilanzar district",Today at 14:06
40000,45.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 14:04
56500,30.0,1,new,"Tashkent, Chilanzar district",Today at 14:02
46300,38.0,1,new,"Tashkent, Yunusabad district",Today at 14:02
43500,36.0,1,new,"Tashkent, Chilanzar district",Today at 14:00
49000,40.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:59
44000,40.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:58
21000,18.0,1,new,"Tashkent, Sergeli district",Today at 13:58
46000,33.0,1,new,"Tashkent, Chilanzar district",Today at 13:58
40500,42.0,1,new,"Tashkent, Chilanzar district",Today at 13:56
42500,28.0,1,new,"Tashkent, Chilanzar district",Today at 13:56
43000,33.0,1,new,"Tashkent, Shaikhantahur district",Today at 13:56
50000,29.0,1,new,"Tashkent, Chilanzar district",Today at 13:56
65000,40.0,1,new,"Tashkent, Yunusabad district",Today at 13:56
55500,42.0,1,new,"Tashkent, Chilanzar district",Today at 13:52
51500,30.0,1,new,"Tashkent, Chilanzar district",Today at 13:52
53000,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:52
57000,50.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:52
38500,40.0,1,new,"Tashkent, Shaikhantahur district",Today at 13:52
37100,35.0,1,new,"Tashkent, Yashnabad district",Today at 13:50
43000,33.0,1,new,"Tashkent, Chilanzar district",Today at 13:50
36000,42.0,1,new,"Tashkent, Yashnabad district",Today at 13:49
42500,33.0,1,new,"Tashkent, Chilanzar district",Today at 13:49
21500,18.0,1,new,"Tashkent, Yashnabad district",Today at 13:48
51600,38.0,1,new,"Tashkent, Yunusabad district",Today at 13:48
41000,39.0,1,new,"Tashkent, Sergeli district",Today at 13:48
44400,34.0,1,new,"Tashkent, Chilanzar district",Today at 13:48
43000,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:48
76500,42.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:47
21500,20.0,1,new,"Tashkent, Yashnabad district",Today at 13:46
38500,42.0,1,new,"Tashkent, Yashnabad district",Today at 13:46
47000,28.0,1,new,"Tashkent, Almazar district",Today at 13:44
39500,34.0,1,new,"Tashkent, Uchtepinsky district",Today at 13:42
53000,30.0,1,new,"Tashkent, Chilanzar district",Today at 13:42
49999,32.0,1,new,"Tashkent, Chilanzar district",Today at 13:40
46000,30.0,1,new,"Tashkent, Almazar district",Today at 13:38
74000,40.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:36
42000,38.0,1,new,"Tashkent, Chilanzar district",Today at 13:36
47499,32.0,1,new,"Tashkent, Chilanzar district",Today at 13:36
42200,38.0,1,new,"Tashkent, Sergeli district",Today at 13:34
46800,45.0,1,new,"Tashkent, Yunusabad district",Today at 13:34
49499,35.0,1,new,"Tashkent, Uchtepinsky district",Today at 13:34
53000,45.0,1,new,"Tashkent, Chilanzar district",Today at 13:32
33000,40.0,1,new,"Tashkent, Yashnabad district",Today at 13:30
60000,45.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:30
46999,35.0,1,new,"Tashkent, Chilanzar district",Today at 13:30
52000,39.0,1,new,"Tashkent, Shaikhantahur district",Today at 13:29
59000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 13:28
38000,35.0,1,new,"Tashkent, Chilanzar district",Today at 13:28
48499,35.0,1,new,"Tashkent, Chilanzar district",Today at 13:26
42000,42.0,1,new,"Tashkent, Yashnabad district",Today at 13:26
71000,30.0,1,new,"Tashkent, Yakkasarai district",Today at 13:26
38500,36.0,1,new,"Tashkent, Chilanzar district",Today at 13:24
44500,35.0,1,new,"Tashkent, Chilanzar district",Today at 13:24
50500,28.0,1,new,"Tashkent, Chilanzar district",Today at 13:24
47000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 13:22
46700,45.0,1,new,"Tashkent, Yunusabad district",Today at 13:21
44500,42.0,1,new,"Tashkent, Chilanzar district",Today at 13:20
41999,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 13:19
41500,36.0,1,new,"Tashkent, Chilanzar district",Today at 13:14
21000,26.0,1,new,"Tashkent, Shaikhantahur district",Today at 13:14
42500,37.0,1,new,"Tashkent, Chilanzar district",Today at 13:14
23800,18.0,1,new,"Tashkent, Yashnabad district",Today at 13:14
33000,40.0,1,new,"Tashkent, Mirabad district",Today at 13:12
54800,43.0,1,new,"Tashkent, Chilanzar district",Today at 13:12
46500,42.0,1,new,"Tashkent, Yashnabad district",Today at 13:10
45500,26.0,1,new,"Tashkent, Chilanzar district",Today at 13:07
53500,38.0,1,new,"Tashkent, Yashnabad district",Today at 13:07
42000,30.0,1,new,"Tashkent, Mirabad district",Today at 13:06
22800,20.0,1,new,"Tashkent, Sergeli district",Today at 13:04
40000,49.0,1,new,"Tashkent, Yashnabad district",Today at 13:02
44000,32.0,1,new,"Tashkent, Chilanzar district",Today at 13:02
60000,48.0,1,new,"Tashkent, Yakkasarai district",Today at 13:02
62000,48.0,1,new,"Tashkent, Yunusabad district",Today at 12:56
41700,38.0,1,new,"Tashkent, Sergeli district",Today at 12:54
46500,42.0,1,new,"Tashkent, Chilanzar district",Today at 12:54
43500,28.0,1,new,"Tashkent, Chilanzar district",Today at 12:52
46500,26.0,1,new,"Tashkent, Chilanzar district",Today at 12:50
22500,18.35,1,new,"Tashkent, Yakkasarai district",Today at 12:47
21500,16.5,1,new,"Tashkent, Chilanzar district",Today at 12:46
43500,31.0,1,new,"Tashkent, Chilanzar district",Today at 12:46
18416,29.24,1,new,"Tashkent, Yashnabad district",Today at 12:46
41500,44.59,1,new,"Tashkent, Yashnabad district",Today at 12:45
45500,38.0,1,new,"Tashkent, Chilanzar district",Today at 12:44
43000,34.0,1,new,"Tashkent, Uchtepinsky district",Today at 12:42
47500,45.0,1,new,"Tashkent, Yunusabad district",Today at 12:42
84000,35.0,1,new,"Tashkent, Mirabad district",Today at 12:40
41000,32.0,1,new,"Tashkent, Yakkasarai district",Today at 12:40
43000,30.0,1,new,"Tashkent, Almazar district",Today at 12:40
51000,42.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 12:39
54000,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 12:38
60000,40.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 12:37
72000,45.0,1,new,"Tashkent, Yashnabad district",Today at 12:36
45400,38.0,1,new,"Tashkent, Chilanzar district",Today at 12:34
46000,34.0,1,new,"Tashkent, Uchtepinsky district",Today at 12:30
60000,35.0,1,new,"Tashkent, Yashnabad district",Today at 12:30
46599,30.0,1,new,"Tashkent, Chilanzar district",Today at 12:30
52900,28.0,1,new,"Tashkent, Chilanzar district",Today at 12:30
43000,28.0,1,new,"Tashkent, Yakkasarai district",Today at 12:29
51000,38.0,1,new,"Tashkent, Mirzo-Ulugbek district",Today at 12:28
45500,35.0,1,new,"Tashkent, Chilanzar district",Today at 12:28
45000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 12:28
72000,30.0,1,new,"Tashkent, Mirabad district",Today at 12:28
52000,28.0,1,new,"Tashkent, Chilanzar district",Today at 12:26
42000,28.0,1,new,"Tashkent, Chilanzar district",Today at 12:26
38500,35.0,1,new,"Tashkent, Mirabad district",Today at 12:24
43000,36.0,1,new,"Tashkent, Chilanzar district",Today at 12:24
45700,35.0,1,new,"Tashkent, Chilanzar district",Today at 12:24
76000,45.0,1,new,"Tashkent, Yunusabad district",Today at 12:22
57000,38.0,1,new,"Tashkent, Yakkasarai district",Today at 12:22
46000,45.0,1,new,"Tashkent, Yakkasarai district",Today at 12:20
50500,38.0,1,new,"Tashkent, Shaikhantahur district",Today at 12:14
50000,35.0,1,new,"Tashkent, Yunusabad district",Today at 12:12
42000,34.0,1,new,"Tashkent, Uchtepinsky district",Today at 12:12
41500,31.0,1,new,"Tashkent, Chilanzar district",Today at 12:10
43000,40.0,1,new,"Tashkent, Yakkasarai district",Today at 12:10
